# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas MWDM_inverse 
3.212187e-01 4.606696e-02 6.411250e-01 1.818750e-09 8.962321e-01 -7.393750e-01 8.982143e-02 1.793973e-01 2.929375e+00 -3.127232e-03 7.361607e-01 
2.755313e-01 4.590625e-02 6.804464e-01 2.123036e-09 9.935179e-01 -7.918750e-01 3.994643e-01 2.436830e-01 3.536875e+00 -1.620536e-04 8.700893e-01 
2.827813e-01 4.145089e-02 6.627679e-01 1.941964e-09 9.406964e-01 -1.038304e+00 -2.883929e-01 4.962054e-02 2.208125e+00 1.005134e-02 6.218750e-01 
3.035937e-01 4.754911e-02 7.482679e-01 1.560536e-09 8.933393e-01 -9.804464e-01 4.723214e-01 3.879241e-01 2.561875e+00 -9.277232e-03 3.191964e-01 
3.193437e-01 4.395089e-02 7.208393e-01 2.699464e-09 9.330893e-01 -1.197411e+00 -1.555357e-01 1.275670e-01 3.244375e+00 -1.828259e-02 1.941964e-01 
2.760313e-01 4.007589e-02 7.327321e-01 1.693393e-09 9.952321e-01 -1.017946e+00 3.533929e-01 1.769866e-01 2.604375e+00 -1.063170e-02 2.102679e-01 
2.807188e-01 4.890625e-02 6.937321e-01 2.099464e-09 9.105893e-01 -7.029464e-01 5.891071e-01 5.424107e-03 2.975625e+00 -4.262054e-03 6.316964e-01 
3.010937e-01 4.726339e-02 6.593393e-01 2.273036e-09 9.610536e-01 -1.192589e+00 -1.726786e-01 3.839063e-01 3.456875e+00 -2.432277e-02 4.950893e-01 
3.189688e-01 4.335268e-02 7.140893e-01 2.415536e-09 9.059821e-01 -8.588393e-01 -4.276786e-01 3.160045e-01 2.384375e+00 1.166205e-02 7.808036e-01 
2.645938e-01 4.539732e-02 7.077679e-01 1.976250e-09 9.864464e-01 -9.258036e-01 4.358929e-01 8.417411e-02 3.410625e+00 3.498661e-03 7.098214e-02 
2.897813e-01 4.077232e-02 6.470179e-01 2.472321e-09 9.025536e-01 -1.082232e+00 9.839286e-02 1.135045e-01 3.094375e+00 -8.398661e-03 9.968750e-01 
2.984688e-01 4.932589e-02 7.448393e-01 2.184107e-09 9.576250e-01 -1.279911e+00 -2.573214e-01 2.601563e-01 2.533125e+00 6.683482e-03 6.674107e-01 
3.185938e-01 4.376339e-02 6.772321e-01 1.635536e-09 9.311607e-01 -7.265179e-01 2.483929e-01 3.545759e-01 2.575625e+00 -2.208973e-02 3.540179e-01 
2.665938e-01 4.449554e-02 7.085179e-01 2.615893e-09 9.790536e-01 -7.522321e-01 4.466071e-01 1.175223e-01 2.584375e+00 1.265625e-03 7.415179e-01 
2.907813e-01 4.058482e-02 6.740179e-01 1.858393e-09 8.876607e-01 -1.140625e+00 -3.767857e-02 1.828125e-02 3.348125e+00 5.804911e-03 3.933036e-01 
3.011563e-01 4.537054e-02 6.565536e-01 2.120893e-09 9.443393e-01 -1.202232e+00 1.755357e-01 3.682366e-01 2.203125e+00 -1.795313e-02 6.473214e-02 
3.258437e-01 4.972768e-02 7.380893e-01 1.781250e-09 9.116607e-01 -9.670536e-01 -2.605357e-01 2.931027e-01 2.908125e+00 -5.726339e-03 9.611607e-01 
2.743437e-01 4.042411e-02 7.466607e-01 1.797321e-09 9.386607e-01 -1.244554e+00 4.160714e-02 3.364955e-01 3.486875e+00 -7.995982e-03 5.888393e-01 
2.920313e-01 4.493304e-02 6.454107e-01 2.192679e-09 8.851964e-01 -1.090804e+00 3.126786e-01 1.508705e-01 2.918125e+00 -1.996652e-02 5.937500e-02 
3.025937e-01 4.630804e-02 7.178393e-01 1.842321e-09 9.865536e-01 -8.909821e-01 5.933929e-01 1.808036e-03 2.674375e+00 -2.834375e-03 8.674107e-01 
3.147188e-01 4.766518e-02 6.994107e-01 2.559107e-09 9.511964e-01 -7.891964e-01 -2.658929e-01 3.919420e-01 2.530625e+00 1.107634e-02 2.915179e-01 
2.670938e-01 4.186161e-02 6.952321e-01 1.637679e-09 9.161607e-01 -1.183482e+00 -4.126786e-01 1.231473e-01 2.534375e+00 -1.308438e-02 4.111607e-01 
2.780313e-01 4.953125e-02 7.197679e-01 2.075893e-09 9.033036e-01 -1.082768e+00 6.351786e-01 4.465848e-01 2.924375e+00 1.558482e-03 5.308036e-01 
3.080312e-01 4.250446e-02 6.484107e-01 2.147679e-09 9.889107e-01 -7.099107e-01 3.330357e-01 3.328795e-01 2.795625e+00 -1.579330e-02 2.218750e-01 
3.200938e-01 4.507589e-02 7.356250e-01 2.423036e-09 9.428393e-01 -8.995536e-01 5.125000e-02 4.218750e-03 3.268125e+00 1.151563e-02 8.843750e-01 
2.630312e-01 4.155804e-02 6.559107e-01 2.346964e-09 9.975893e-01 -8.850893e-01 -1.491071e-01 1.299777e-01 2.921875e+00 -3.084821e-04 7.513393e-01 
2.779688e-01 4.603125e-02 7.463393e-01 1.603393e-09 9.005179e-01 -7.854464e-01 3.008929e-01 2.778348e-01 2.785625e+00 1.470045e-02 4.272321e-01 
3.055313e-01 4.856696e-02 7.242679e-01 2.454107e-09 9.430536e-01 -1.047946e+00 -2.648214e-01 3.569866e-01 2.314375e+00 -2.443259e-02 5.549107e-01 
3.225938e-01 4.287946e-02 6.807679e-01 1.813393e-09 9.323393e-01 -1.174911e+00 5.012500e-01 5.845982e-02 3.421875e+00 -1.392634e-02 2.075893e-01 
2.619063e-01 4.067411e-02 7.283393e-01 2.336250e-09 9.855893e-01 -7.575893e-01 2.205357e-01 2.850670e-01 2.633125e+00 -8.691518e-03 2.343750e-01 
2.799063e-01 4.791518e-02 6.736964e-01 1.966607e-09 8.900179e-01 -1.034018e+00 -4.839286e-02 4.473884e-01 3.288125e+00 1.429777e-02 3.709821e-01 
3.052188e-01 4.718304e-02 6.488393e-01 2.522679e-09 9.364107e-01 -8.700893e-01 4.626786e-01 4.319196e-02 3.041875e+00 -2.366384e-02 7.629464e-01 
3.299063e-01 4.345089e-02 7.324107e-01 1.539107e-09 9.514107e-01 -1.219911e+00 -2.541071e-01 1.279687e-01 2.505625e+00 -4.079018e-03 5.191964e-01 
2.771563e-01 4.876339e-02 7.468750e-01 2.135893e-09 9.096250e-01 -9.290179e-01 -2.433929e-01 4.560268e-02 3.188125e+00 1.030759e-02 8.924107e-01 
2.874687e-01 4.511161e-02 6.784107e-01 2.670536e-09 9.472321e-01 -7.163393e-01 -7.946429e-02 2.714063e-01 2.551875e+00 -9.313839e-03 1.741071e-02 
3.044062e-01 4.262946e-02 7.150536e-01 1.695536e-09 9.343750e-01 -1.163125e+00 6.405357e-01 1.179241e-01 2.240625e+00 5.512054e-03 4.120536e-01 
3.219688e-01 4.239732e-02 6.694107e-01 1.859464e-09 9.719821e-01 -1.059196e+00 1.723214e-01 4.461830e-01 3.541875e+00 -1.506116e-02 6.263393e-01 
2.692188e-01 4.420982e-02 6.666250e-01 2.425179e-09 9.743393e-01 -1.095625e+00 6.732143e-02 1.597098e-01 2.216875e+00 6.939732e-03 9.111607e-01 
2.932813e-01 4.112946e-02 7.175179e-01 1.823036e-09 9.591250e-01 -7.356250e-01 -2.551786e-01 4.341295e-01 3.294375e+00 5.255804e-03 2.656250e-01 
2.969688e-01 4.647768e-02 7.564107e-01 2.278393e-09 8.950536e-01 -8.620536e-01 2.023214e-01 5.825893e-03 3.059375e+00 -2.117455e-02 5.459821e-01 
3.159687e-01 4.877232e-02 6.810893e-01 1.540179e-09 9.245179e-01 -1.280446e+00 5.151786e-01 3.308705e-01 2.844375e+00 -7.337054e-03 1.861607e-01 
2.632813e-01 4.860268e-02 7.069107e-01 1.670893e-09 9.314821e-01 -8.352679e-01 2.762500e-01 2.404688e-01 2.348125e+00 -1.831920e-02 2.566964e-01 
2.793438e-01 4.293304e-02 7.410893e-01 2.549464e-09 9.832321e-01 -9.590179e-01 -4.169643e-01 9.984375e-02 3.176875e+00 5.768304e-03 6.558036e-01 
3.071563e-01 4.030804e-02 6.933036e-01 1.811250e-09 9.409107e-01 -1.165268e+00 6.298214e-01 3.790848e-01 2.778125e+00 -4.994196e-03 9.986607e-01 
3.289063e-01 4.627232e-02 6.575179e-01 2.129464e-09 8.978393e-01 -1.127232e+00 1.910714e-02 1.335938e-01 3.265625e+00 4.523661e-03 3.973214e-02 
2.725937e-01 4.378125e-02 6.440179e-01 2.672679e-09 9.375893e-01 -9.954464e-01 1.680357e-01 1.954687e-01 3.305625e+00 -1.172991e-02 5.401786e-02 
2.779062e-01 4.853125e-02 7.038036e-01 1.511250e-09 9.550536e-01 -1.097768e+00 -2.133929e-01 4.240848e-01 2.911875e+00 1.400491e-02 3.727679e-01 
3.093437e-01 4.118304e-02 7.477321e-01 2.294464e-09 8.985893e-01 -1.278304e+00 5.505357e-01 2.400670e-01 2.734375e+00 1.412054e-03 8.183036e-01 
3.197187e-01 4.659375e-02 6.896607e-01 1.844464e-09 9.738036e-01 -7.624107e-01 -9.339286e-02 6.046875e-02 2.446875e+00 -2.036920e-02 7.209821e-01 
2.660312e-01 4.931696e-02 7.386250e-01 2.295536e-09 8.943036e-01 -8.845536e-01 -2.166071e-01 2.368527e-01 2.635625e+00 -1.257188e-02 1.995536e-01 
2.855938e-01 4.264732e-02 7.026250e-01 1.573393e-09 9.734821e-01 -7.141964e-01 5.173214e-01 4.272991e-01 3.008125e+00 2.070982e-03 6.227679e-01 
3.044688e-01 4.633482e-02 6.991964e-01 2.004107e-09 9.507679e-01 -1.267054e+00 2.998214e-01 3.816964e-03 2.466875e+00 1.060045e-02 8.647321e-01 
3.150312e-01 4.017411e-02 6.612679e-01 2.434821e-09 9.188393e-01 -1.085982e+00 5.767857e-02 1.781920e-01 3.490625e+00 -2.029598e-02 3.165179e-01 
2.610938e-01 4.569196e-02 7.320893e-01 2.645893e-09 9.849464e-01 -1.108482e+00 3.169643e-01 1.195313e-01 3.044375e+00 -8.105804e-03 8.299107e-01 
2.821562e-01 4.777232e-02 6.547321e-01 1.885179e-09 9.101607e-01 -7.752679e-01 4.230357e-01 3.987723e-01 2.758125e+00 -2.267545e-02 3.397321e-01 
3.100938e-01 4.432589e-02 6.898750e-01 1.617321e-09 9.057679e-01 -8.931250e-01 -2.851786e-01 8.638393e-03 3.403125e+00 6.573661e-03 6.254464e-01 
3.292188e-01 4.229018e-02 7.191250e-01 2.208750e-09 9.670536e-01 -1.175446e+00 5.339286e-02 3.336830e-01 2.525625e+00 -1.809375e-03 1.830357e-02 
2.634063e-01 4.802232e-02 7.212679e-01 2.279464e-09 9.755179e-01 -1.103661e+00 5.344643e-01 2.890848e-01 2.956875e+00 -2.446920e-02 2.084821e-01 
2.908438e-01 4.426339e-02 6.785179e-01 2.691964e-09 8.946250e-01 -8.877679e-01 -3.783929e-01 3.837054e-02 2.686875e+00 -3.017411e-03 5.325893e-01 
3.002813e-01 4.040625e-02 7.360536e-01 1.824107e-09 9.687679e-01 -7.945536e-01 3.716071e-01 3.967634e-01 2.364375e+00 1.071027e-02 3.352679e-01 
3.217813e-01 4.619196e-02 6.698393e-01 1.524107e-09 9.305179e-01 -1.188839e+00 -2.267857e-02 2.235938e-01 3.571875e+00 -6.824554e-03 7.763393e-01 
2.738437e-01 4.874554e-02 6.414464e-01 2.088750e-09 8.919464e-01 -8.765179e-01 3.608929e-01 1.918527e-01 2.699375e+00 7.745089e-03 8.540179e-01 
2.940937e-01 4.035268e-02 6.768036e-01 2.687679e-09 9.490536e-01 -7.409821e-01 -2.803571e-02 3.585937e-01 3.260625e+00 -1.096116e-02 2.424107e-01 
3.112813e-01 4.713839e-02 7.267321e-01 2.203393e-09 9.789464e-01 -1.098304e+00 -3.816071e-01 1.466518e-02 2.321875e+00 -1.919196e-03 4.218750e-01 
3.187188e-01 4.337946e-02 7.308036e-01 1.517679e-09 9.215179e-01 -1.195268e+00 5.676786e-01 3.015402e-01 3.165625e+00 -1.692813e-02 5.254464e-01 
2.612813e-01 4.660268e-02 6.714464e-01 1.708393e-09 8.840179e-01 -1.004018e+00 3.833929e-01 4.439732e-02 2.831875e+00 -1.436562e-02 6.066964e-01 
2.867813e-01 4.281696e-02 7.394821e-01 2.248393e-09 9.943750e-01 -9.691964e-01 -7.732143e-02 2.702009e-01 2.244375e+00 -1.919777e-02 8.781250e-01 
3.007188e-01 4.113839e-02 7.156964e-01 1.918393e-09 9.414464e-01 -1.196339e+00 5.451786e-01 3.979688e-01 3.341875e+00 7.269196e-03 1.200893e-01 
3.162813e-01 4.829911e-02 6.598750e-01 2.689821e-09 9.381250e-01 -8.331250e-01 -4.533929e-01 1.392188e-01 2.974375e+00 3.754911e-03 2.611607e-01 
2.615938e-01 4.742411e-02 7.384107e-01 1.863750e-09 9.783036e-01 -9.911607e-01 -8.267857e-02 7.493304e-02 3.393125e+00 -1.955804e-03 8.388393e-01 
2.936562e-01 4.772768e-02 7.286607e-01 2.688750e-09 9.672679e-01 -1.121875e+00 4.283929e-01 3.352902e-01 2.424375e+00 -1.337723e-02 1.129464e-01 
2.965313e-01 4.362946e-02 6.569821e-01 2.181964e-09 8.862679e-01 -7.050893e-01 -2.348214e-01 1.440402e-01 3.005625e+00 -2.260223e-02 3.611607e-01 
3.228437e-01 4.078125e-02 6.712321e-01 1.547679e-09 9.345893e-01 -1.168482e+00 2.441071e-01 3.489509e-01 2.641875e+00 9.172768e-03 5.334821e-01 
2.617813e-01 4.554911e-02 6.585893e-01 2.675893e-09 9.578393e-01 -1.044196e+00 1.883929e-01 3.099777e-01 2.395625e+00 -6.013393e-04 1.334821e-01 
2.842188e-01 4.270982e-02 7.417321e-01 2.066250e-09 9.926607e-01 -8.374107e-01 4.589286e-02 1.948661e-02 3.529375e+00 -1.341384e-02 3.004464e-01 
3.105938e-01 4.951339e-02 7.011250e-01 1.523036e-09 8.929107e-01 -8.893750e-01 4.208929e-01 1.785937e-01 2.573125e+00 -1.612277e-02 5.941964e-01 
3.241563e-01 4.214732e-02 6.824821e-01 2.163750e-09 9.201250e-01 -1.226875e+00 -3.098214e-01 3.678348e-01 3.195625e+00 8.257589e-03 8.022321e-01 
2.717188e-01 4.516518e-02 7.578036e-01 2.405893e-09 8.855179e-01 -1.222054e+00 2.162500e-01 1.155134e-01 2.663125e+00 -1.297455e-02 4.165179e-01 
2.845938e-01 4.448661e-02 6.505536e-01 2.259107e-09 9.861250e-01 -1.057054e+00 -3.076786e-01 7.433036e-03 3.383125e+00 -2.578125e-03 1.745536e-01 
3.083438e-01 4.834375e-02 7.180536e-01 1.581964e-09 9.691964e-01 -8.400893e-01 9.946429e-02 2.577455e-01 2.279375e+00 1.367545e-02 5.477679e-01 
3.169688e-01 4.129018e-02 6.700536e-01 1.815536e-09 9.100536e-01 -9.016964e-01 4.380357e-01 3.626116e-01 3.175625e+00 -2.399330e-02 7.718750e-01 
2.602813e-01 4.500446e-02 6.753036e-01 1.589464e-09 9.204464e-01 -1.037232e+00 -1.405357e-01 4.068080e-01 2.580625e+00 6.610268e-03 7.941964e-01 
2.840312e-01 4.090625e-02 7.355179e-01 2.118750e-09 9.604107e-01 -8.550893e-01 6.908929e-01 3.314732e-02 3.365625e+00 -8.728125e-03 6.727679e-01 
2.970937e-01 4.486161e-02 7.068036e-01 2.533393e-09 9.070536e-01 -1.179732e+00 -2.155357e-01 1.235491e-01 2.288125e+00 -2.421295e-02 2.718750e-01 
3.232813e-01 4.959375e-02 6.667321e-01 2.028750e-09 9.787321e-01 -7.516964e-01 2.108929e-01 2.770313e-01 3.068125e+00 2.144196e-03 1.602679e-01 
2.679063e-01 4.625446e-02 6.459464e-01 2.074821e-09 8.824107e-01 -1.210804e+00 -1.801786e-01 1.536830e-01 3.138125e+00 -1.813616e-02 7.522321e-01 
2.885938e-01 4.049554e-02 7.165536e-01 2.515179e-09 9.988750e-01 -8.159821e-01 1.391071e-01 2.428795e-01 3.520625e+00 -7.446875e-03 6.933036e-01 
3.068438e-01 4.256696e-02 7.390536e-01 1.675179e-09 9.120893e-01 -9.793750e-01 -3.216071e-01 4.393527e-01 2.370625e+00 -1.589732e-03 2.816964e-01 
3.201563e-01 4.963839e-02 6.811964e-01 2.231250e-09 9.517321e-01 -1.015268e+00 6.683929e-01 9.381696e-02 2.813125e+00 7.964732e-03 8.973214e-02 
2.614688e-01 4.183482e-02 7.070179e-01 2.033036e-09 8.812321e-01 -8.390179e-01 3.791071e-01 3.758705e-01 2.565625e+00 -9.972768e-03 6.540179e-01 
2.815938e-01 4.950446e-02 6.624464e-01 2.657679e-09 9.291250e-01 -1.023839e+00 -5.696429e-02 3.395089e-02 3.210625e+00 -1.949063e-02 3.459821e-01 
3.022188e-01 4.288839e-02 6.840893e-01 1.721250e-09 9.901964e-01 -1.189375e+00 -3.858929e-01 1.287723e-01 2.319375e+00 -3.786161e-03 7.870536e-01 
3.172812e-01 4.565625e-02 7.407679e-01 2.148750e-09 9.653393e-01 -9.825893e-01 6.469643e-01 2.935045e-01 3.496875e+00 8.477232e-03 2.165179e-01 
2.600312e-01 4.342411e-02 7.369107e-01 2.116607e-09 9.284821e-01 -7.056250e-01 -2.594643e-01 7.613839e-02 3.086875e+00 2.693304e-03 6.897321e-01 
2.899687e-01 4.878125e-02 7.014464e-01 2.079107e-09 8.805893e-01 -1.245625e+00 1.444643e-01 3.610045e-01 3.258125e+00 -1.517098e-02 2.879464e-01 
3.095938e-01 4.047768e-02 6.426250e-01 1.789821e-09 9.713393e-01 -9.879464e-01 -4.732143e-02 1.424330e-01 2.656875e+00 -1.473170e-02 1.022321e-01 
3.174688e-01 4.631696e-02 6.958750e-01 2.430536e-09 9.681250e-01 -1.102054e+00 4.498214e-01 2.834598e-01 2.230625e+00 1.451741e-02 8.906250e-01 
2.749063e-01 4.149554e-02 7.519107e-01 2.636250e-09 9.351250e-01 -1.128839e+00 3.812500e-01 2.501116e-01 2.386875e+00 -1.458527e-02 5.272321e-01 
2.880313e-01 4.537946e-02 6.660893e-01 1.634464e-09 9.500179e-01 -1.184018e+00 4.680357e-01 2.063170e-01 2.881875e+00 1.546920e-02 9.763393e-01 
2.959063e-01 4.970089e-02 7.204107e-01 1.978393e-09 9.746607e-01 -9.177679e-01 -3.430357e-01 3.822991e-01 3.495625e+00 -1.561027e-02 4.352679e-01 
3.167187e-01 4.306696e-02 6.703750e-01 2.140179e-09 8.958036e-01 -7.308036e-01 6.839286e-02 8.236607e-03 2.909375e+00 -1.113839e-03 1.299107e-01 
2.761562e-01 4.794196e-02 6.640536e-01 1.775893e-09 9.553750e-01 -1.282589e+00 -1.619643e-01 1.343973e-01 3.243125e+00 -1.183973e-02 9.549107e-01 
2.882188e-01 4.083482e-02 7.376607e-01 2.138036e-09 8.887321e-01 -9.000893e-01 -2.208929e-01 3.827009e-01 2.591875e+00 -2.424955e-02 5.013393e-01 
3.005313e-01 4.624554e-02 6.701607e-01 1.845536e-09 9.154107e-01 -7.109821e-01 2.773214e-01 3.059598e-01 3.320625e+00 1.506652e-02 1.218750e-01 
3.244688e-01 4.363839e-02 7.162321e-01 2.444464e-09 9.876250e-01 -1.043661e+00 4.337500e-01 3.997768e-02 2.265625e+00 -3.816964e-04 4.638393e-01 
2.604063e-01 4.804018e-02 6.920179e-01 2.232321e-09 9.389821e-01 -1.035089e+00 2.955357e-01 3.415179e-03 2.343125e+00 8.733482e-03 5.352679e-01 
2.932187e-01 4.473661e-02 6.545179e-01 1.604464e-09 9.696250e-01 -1.253125e+00 -4.051786e-01 3.075670e-01 2.913125e+00 -1.905134e-02 3.102679e-01 
3.069688e-01 4.529911e-02 7.059464e-01 1.921607e-09 8.892679e-01 -7.886607e-01 6.576786e-01 4.196652e-01 2.738125e+00 -1.447545e-02 8.459821e-01 
3.138438e-01 4.108482e-02 7.476250e-01 2.553750e-09 9.718750e-01 -8.690179e-01 -1.180357e-01 1.544866e-01 3.409375e+00 4.487054e-03 2.200893e-01 
2.674688e-01 4.481696e-02 7.579107e-01 2.105893e-09 9.703750e-01 -9.766964e-01 5.783929e-01 3.553795e-01 2.549375e+00 -4.042411e-03 3.705357e-02 
2.825313e-01 4.547768e-02 7.266250e-01 1.636607e-09 8.872321e-01 -8.090179e-01 1.160714e-02 1.303795e-01 3.291875e+00 -1.198616e-02 9.924107e-01 
3.037187e-01 4.025446e-02 6.738036e-01 2.622321e-09 9.568750e-01 -1.045268e+00 -2.326786e-01 2.416741e-01 2.670625e+00 1.374866e-02 7.058036e-01 
3.211562e-01 4.879018e-02 6.449821e-01 2.097321e-09 9.374821e-01 -1.164732e+00 2.076786e-01 3.475446e-02 3.018125e+00 -1.758705e-02 2.540179e-01 
2.614063e-01 4.098661e-02 7.021964e-01 2.195893e-09 9.521607e-01 -1.057589e+00 3.908929e-01 3.718527e-01 2.628125e+00 -1.945402e-02 8.227679e-01 
2.897187e-01 4.747768e-02 7.411964e-01 2.674821e-09 8.895893e-01 -8.154464e-01 8.767857e-02 2.332366e-01 3.443125e+00 7.891518e-03 2.870536e-01 
3.007813e-01 4.374554e-02 6.730536e-01 1.799464e-09 9.255893e-01 -9.065179e-01 -4.008929e-01 8.497768e-02 2.200625e+00 -8.252232e-03 6.294643e-02 
3.272188e-01 4.875446e-02 6.678036e-01 1.932321e-09 9.848393e-01 -1.203304e+00 5.901786e-01 1.504687e-01 3.021875e+00 9.361607e-04 6.156250e-01 
2.663437e-01 4.498661e-02 6.912679e-01 2.151964e-09 9.431607e-01 -7.270536e-01 -4.469643e-01 1.685491e-01 2.294375e+00 -1.875848e-02 4.245536e-01 
2.857187e-01 4.787946e-02 6.516250e-01 2.510893e-09 9.219464e-01 -1.260625e+00 1.916071e-01 4.120313e-01 2.990625e+00 8.550446e-03 6.174107e-01 
3.088438e-01 4.023661e-02 7.309107e-01 1.828393e-09 8.988036e-01 -1.016339e+00 4.926786e-01 9.662946e-02 2.876875e+00 -9.570089e-03 9.424107e-01 
3.214063e-01 4.663839e-02 7.240536e-01 1.662321e-09 9.923393e-01 -9.316964e-01 3.839286e-02 2.673884e-01 3.335625e+00 2.406250e-04 5.044643e-02 
2.757813e-01 4.141518e-02 6.447679e-01 1.916250e-09 8.992321e-01 -1.242411e+00 -1.051786e-01 3.127902e-01 2.335625e+00 -3.932589e-03 3.290179e-01 
2.870937e-01 4.763839e-02 7.452679e-01 2.590179e-09 9.158393e-01 -1.058661e+00 4.294643e-01 3.859152e-01 3.084375e+00 -1.246205e-02 9.218750e-01 
3.048438e-01 4.320089e-02 7.155893e-01 2.183036e-09 9.495893e-01 -7.018750e-01 3.758929e-01 1.934598e-01 2.838125e+00 1.579866e-02 1.339286e-03 
3.204688e-01 4.687946e-02 6.862321e-01 1.569107e-09 9.709107e-01 -9.456250e-01 -4.201786e-01 8.618304e-02 3.389375e+00 -1.678170e-02 6.040179e-01 
