# omega0 omegab hubble scalar_amp ns w0 wa mnu Neff alphas 
2.986538e-01 5.013077e-02 6.655128e-01 2.357436e-09 9.727564e-01 -5.994872e-01 -6.019231e-01 1.399615e-01 3.134615e+00 2.700000e-02 
3.330385e-01 4.897692e-02 7.124359e-01 1.883590e-09 9.996795e-01 -1.079487e+00 -3.403846e-01 9.080769e-02 3.292564e+00 -2.469231e-02 
2.896538e-01 4.957692e-02 7.142308e-01 1.988205e-09 9.505769e-01 -6.876923e-01 1.942308e-01 1.341923e-01 2.876154e+00 2.515385e-02 
2.921923e-01 4.776154e-02 6.652564e-01 1.711282e-09 9.930128e-01 -8.825641e-01 -7.365385e-01 7.673077e-02 3.475641e+00 -9.615385e-03 
3.346538e-01 4.626923e-02 6.865385e-01 2.474359e-09 9.669872e-01 -1.087692e+00 -4.134615e-01 1.078846e-01 2.402308e+00 -2.300000e-02 
2.640385e-01 4.770000e-02 6.919231e-01 2.302051e-09 9.723718e-01 -6.589744e-01 -2.365385e-01 1.235769e-01 3.647949e+00 -2.961538e-02 
2.903462e-01 4.905385e-02 6.642308e-01 2.010769e-09 9.642949e-01 -1.221026e+00 -8.250000e-01 1.191923e-01 2.301795e+00 1.546154e-02 
3.385769e-01 4.676154e-02 7.257692e-01 1.756410e-09 9.919872e-01 -9.379487e-01 1.250000e-01 6.726923e-02 3.052051e+00 5.307692e-03 
2.721154e-01 4.545385e-02 7.065385e-01 1.861026e-09 9.701923e-01 -6.117949e-01 -6.442308e-01 1.067308e-01 2.779231e+00 -2.269231e-02 
3.060385e-01 5.033077e-02 6.562821e-01 2.418974e-09 9.575000e-01 -1.003590e+00 -1.903846e-01 1.390385e-01 2.445385e+00 1.392308e-02 
3.226538e-01 4.805385e-02 7.226923e-01 2.140000e-09 9.907051e-01 -1.251795e+00 1.788462e-01 7.857692e-02 3.594103e+00 8.846154e-03 
2.822692e-01 4.642308e-02 6.457692e-01 1.877436e-09 9.751923e-01 -8.128205e-01 -5.326923e-01 6.288462e-02 2.553077e+00 1.615385e-03 
2.995769e-01 4.966923e-02 7.129487e-01 2.283590e-09 9.980128e-01 -5.830769e-01 -1.019231e-01 1.141154e-01 3.655128e+00 -1.176923e-02 
3.240385e-01 4.859231e-02 7.055128e-01 2.115385e-09 9.578846e-01 -1.280513e+00 1.134615e-01 1.411154e-01 2.804359e+00 2.176923e-02 
2.771923e-01 4.813077e-02 6.678205e-01 2.484615e-09 9.583974e-01 -8.641026e-01 4.288462e-01 1.302692e-01 3.253077e+00 1.684615e-02 
3.002692e-01 5.011538e-02 7.362821e-01 1.813846e-09 9.753205e-01 -1.272308e+00 -7.442308e-01 1.136538e-01 3.224359e+00 -1.461538e-03 
3.212692e-01 4.514615e-02 6.929487e-01 2.049744e-09 9.887821e-01 -6.507692e-01 -1.480769e-01 6.196154e-02 2.578205e+00 -1.453846e-02 
2.711923e-01 4.656154e-02 6.611538e-01 2.027179e-09 9.778846e-01 -1.241538e+00 6.730769e-02 6.057692e-02 2.915641e+00 1.438462e-02 
2.912692e-01 4.768462e-02 7.034615e-01 2.308205e-09 9.516026e-01 -8.046154e-01 -7.134615e-01 1.381154e-01 2.549487e+00 -1.992308e-02 
3.448077e-01 4.930000e-02 7.175641e-01 1.897949e-09 9.903205e-01 -6.815385e-01 -1.942308e-01 1.074231e-01 3.669487e+00 9.923077e-03 
2.813462e-01 4.870000e-02 7.021795e-01 1.715385e-09 9.633974e-01 -7.266667e-01 -7.884615e-02 1.369615e-01 2.901282e+00 -2.746154e-02 
3.014231e-01 4.502308e-02 7.098718e-01 2.197436e-09 9.921154e-01 -1.091795e+00 -7.288462e-01 6.357692e-02 3.335641e+00 6.923077e-04 
3.415769e-01 5.017692e-02 6.491026e-01 2.326667e-09 9.735256e-01 -7.758974e-01 4.038462e-02 1.023462e-01 2.757692e+00 2.807692e-02 
2.769615e-01 4.980769e-02 6.693590e-01 2.363590e-09 9.998077e-01 -8.230769e-01 -6.557692e-01 1.316538e-01 3.199231e+00 -2.076923e-03 
3.168846e-01 4.560769e-02 6.908974e-01 1.840513e-09 9.691667e-01 -7.553846e-01 2.134615e-01 1.113462e-01 2.312564e+00 -2.223077e-02 
3.293462e-01 4.799231e-02 7.260256e-01 2.183077e-09 9.550641e-01 -1.106154e+00 -3.288462e-01 7.280769e-02 3.608462e+00 1.761538e-02 
2.686538e-01 4.730000e-02 7.391026e-01 1.912308e-09 9.801923e-01 -7.225641e-01 2.980769e-01 9.726923e-02 3.080769e+00 -2.146154e-02 
3.155000e-01 4.536154e-02 6.826923e-01 2.275385e-09 9.849359e-01 -1.122564e+00 -8.788462e-01 1.286538e-01 2.330513e+00 5.615385e-03 
3.337308e-01 5.014615e-02 6.503846e-01 2.174872e-09 9.628846e-01 -9.400000e-01 -2.173077e-01 7.996154e-02 3.615641e+00 1.346154e-02 
2.603462e-01 4.633077e-02 6.985897e-01 1.795385e-09 9.869872e-01 -9.871795e-01 -9.096154e-01 8.665385e-02 2.958718e+00 1.607692e-02 
3.021154e-01 5.008462e-02 7.116667e-01 2.336923e-09 9.657051e-01 -1.225128e+00 -3.653846e-02 1.263462e-01 2.621282e+00 -2.823077e-02 
3.461923e-01 4.766923e-02 6.478205e-01 2.152308e-09 9.814744e-01 -5.420513e-01 1.865385e-01 1.028077e-01 3.436154e+00 8.230769e-03 
2.615000e-01 5.016154e-02 6.532051e-01 2.002564e-09 9.860897e-01 -9.194872e-01 3.057692e-01 9.473077e-02 2.700256e+00 1.653846e-02 
3.037308e-01 4.616154e-02 7.270513e-01 1.869231e-09 9.744231e-01 -1.237436e+00 -4.942308e-01 1.242692e-01 2.947949e+00 -2.884615e-02 
3.251923e-01 4.820769e-02 6.834615e-01 2.490769e-09 9.567308e-01 -6.200000e-01 -6.096154e-01 8.988462e-02 3.568974e+00 8.384615e-03 
2.651923e-01 5.028462e-02 6.729487e-01 2.209744e-09 9.619872e-01 -5.748718e-01 -1.865385e-01 1.344231e-01 2.506410e+00 3.000000e-03 
3.180385e-01 4.748462e-02 6.891026e-01 1.885641e-09 9.989103e-01 -1.266154e+00 7.884615e-02 1.129615e-01 3.005385e+00 2.900000e-02 
3.228846e-01 4.682308e-02 7.150000e-01 2.265128e-09 9.685256e-01 -7.800000e-01 -8.211538e-01 6.588462e-02 3.612051e+00 -1.792308e-02 
2.887308e-01 4.868462e-02 7.326923e-01 1.965641e-09 9.785256e-01 -7.861538e-01 2.557692e-01 1.353462e-01 3.640769e+00 1.930769e-02 
2.910385e-01 4.500769e-02 6.496154e-01 2.234359e-09 9.605769e-01 -6.774359e-01 -5.442308e-01 9.773077e-02 3.152564e+00 -2.423077e-02 
3.365000e-01 5.091538e-02 6.867949e-01 2.060000e-09 9.885256e-01 -1.083590e+00 -4.365385e-01 6.150000e-02 2.650000e+00 -4.076923e-03 
2.605769e-01 4.893077e-02 6.588462e-01 2.289744e-09 9.604487e-01 -8.887179e-01 2.019231e-01 6.934615e-02 3.170513e+00 -8.076923e-03 
3.131923e-01 4.650000e-02 7.288462e-01 1.893846e-09 9.668590e-01 -1.182051e+00 -8.750000e-01 1.069615e-01 3.242308e+00 2.561538e-02 
3.325769e-01 4.942308e-02 6.819231e-01 2.041538e-09 9.975000e-01 -6.425641e-01 -1.288462e-01 1.480385e-01 2.592564e+00 -1.161538e-02 
2.739615e-01 4.780769e-02 6.978205e-01 2.246667e-09 9.569872e-01 -5.687179e-01 -4.673077e-01 7.326923e-02 2.754103e+00 -2.607692e-02 
3.171154e-01 4.583846e-02 6.421795e-01 1.774872e-09 9.876282e-01 -8.948718e-01 2.115385e-02 1.335000e-01 3.346410e+00 -4.230769e-03 
